Id,SalePrice
1461,124695.03
1462,159405.98
1463,182393.08
1464,193266.03
1465,192389.83
1466,173823.67
1467,172937.02
1468,168665.75
1469,182950.83
1470,124565.805
1471,198446.69
1472,96465.17
1473,98281.8
1474,156898.17
1475,130975.03
1476,385573.72
1477,252694.28
1478,297660.75
1479,293501.78
1480,484576.78
1481,326750.6
1482,207157.44
1483,171180.5
1484,169009.06
1485,171891.75
1486,193857.25
1487,343693.16
1488,239018.14
1489,204281.77
1490,214571.05
1491,187505.16
1492,88850.766
1493,187846.9
1494,292595.75
1495,298904.38
1496,229734.05
1497,186388.1
1498,157481.6
1499,157733.4
1500,152347.86
1501,177134.9
1502,157872.66
1503,313129.06
1504,232194.58
1505,223917.03
1506,184028.36
1507,245352.14
1508,197450.86
1509,160981.14
1510,147289.19
1511,145503.23
1512,172204.3
1513,151016.39
1514,175041.08
1515,193327.7
1516,168913.4
1517,162415.27
1518,128672.51
1519,222172.9
1520,137933.58
1521,138941.7
1522,168956.67
1523,111341.836
1524,122966.04
1525,126064.63
1526,122461.34
1527,102825.59
1528,132561.6
1529,150408.42
1530,176682.48
1531,109159.0
1532,101514.664
1533,141208.28
1534,118050.86
1535,156403.81
1536,114669.836
1537,73383.83
1538,172696.03
1539,220870.12
1540,100359.9
1541,142624.34
1542,139744.6
1543,219595.72
1544,80551.586
1545,108602.59
1546,127005.98
1547,132046.12
1548,134693.19
1549,114321.03
1550,140785.08
1551,113885.16
1552,132789.56
1553,148052.72
1554,112513.21
1555,175596.36
1556,83916.94
1557,113494.65
1558,96546.32
1559,93776.17
1560,142043.73
1561,140613.7
1562,129870.41
1563,125121.31
1564,158691.64
1565,149651.84
1566,242999.66
1567,68636.81
1568,229158.45
1569,135973.16
1570,136910.45
1571,133624.8
1572,150413.44
1573,250149.39
1574,104989.51
1575,225234.28
1576,229766.23
1577,197447.56
1578,156776.12
1579,144762.05
1580,185748.47
1581,142943.38
1582,130013.46
1583,329803.3
1584,227151.38
1585,143952.84
1586,75808.16
1587,100047.53
1588,152579.25
1589,96660.27
1590,135159.36
1591,97766.22
1592,121783.33
1593,129141.42
1594,145977.9
1595,110855.82
1596,228467.28
1597,183637.95
1598,204743.56
1599,187341.67
1600,182943.12
1601,72798.61
1602,111968.4
1603,80731.07
1604,275334.5
1605,242326.62
1606,167758.56
1607,166143.89
1608,206917.97
1609,189027.97
1610,150039.77
1611,141931.22
1612,156648.69
1613,160205.34
1614,123089.695
1615,90546.47
1616,77611.555
1617,89595.39
1618,128538.195
1619,138970.39
1620,146274.22
1621,136900.4
1622,142136.47
1623,297504.56
1624,220210.31
1625,127412.1
1626,164491.84
1627,184443.31
1628,278028.5
1629,178435.11
1630,360974.5
1631,224949.81
1632,254785.75
1633,165406.75
1634,181767.77
1635,183085.9
1636,156313.55
1637,170446.33
1638,211601.94
1639,174761.02
1640,258824.7
1641,173190.53
1642,218659.16
1643,224135.47
1644,226471.92
1645,182275.92
1646,157188.5
1647,158380.23
1648,132725.77
1649,137757.81
1650,121380.9
1651,124168.234
1652,96421.375
1653,98058.93
1654,152114.06
1655,145162.81
1656,148310.03
1657,152290.12
1658,148079.47
1659,135747.89
1660,151553.06
1661,447383.78
1662,404047.06
1663,390260.34
1664,465440.28
1665,315005.8
1666,339217.4
1667,372364.75
1668,337934.6
1669,303233.78
1670,353714.0
1671,257478.66
1672,485845.3
1673,303422.16
1674,250300.72
1675,183422.81
1676,190609.72
1677,210214.19
1678,461961.2
1679,403909.0
1680,327618.22
1681,256949.34
1682,309110.34
1683,179284.88
1684,173427.55
1685,174843.28
1686,169815.7
1687,162931.67
1688,183020.16
1689,190457.36
1690,189572.22
1691,171944.0
1692,271179.47
1693,164460.44
1694,182070.84
1695,168337.78
1696,272701.62
1697,173696.27
1698,384837.56
1699,319077.38
1700,243774.5
1701,270686.44
1702,257439.23
1703,249136.2
1704,295101.2
1705,230710.72
1706,405618.62
1707,218928.84
1708,204799.58
1709,274652.4
1710,232418.14
1711,261110.27
1712,264951.56
1713,250343.69
1714,224639.36
1715,203940.34
1716,182758.27
1717,167066.11
1718,135417.8
1719,202243.72
1720,246418.64
1721,163699.89
1722,124623.22
1723,155550.69
1724,212009.42
1725,232967.86
1726,186602.55
1727,162474.62
1728,177945.27
1729,161980.5
1730,171870.88
1731,120704.22
1732,134461.19
1733,123675.875
1734,121621.71
1735,129380.09
1736,115064.66
1737,347856.84
1738,215870.94
1739,261803.77
1740,211695.58
1741,189825.81
1742,176124.06
1743,174197.7
1744,308568.47
1745,215891.83
1746,229268.11
1747,222174.61
1748,225096.45
1749,152266.33
1750,136099.72
1751,244805.84
1752,122772.7
1753,139298.62
1754,198512.1
1755,166677.55
1756,128735.42
1757,124942.22
1758,146693.9
1759,170602.8
1760,159566.62
1761,145527.61
1762,170071.88
1763,177014.25
1764,117294.414
1765,165663.08
1766,177364.95
1767,221450.19
1768,144191.48
1769,174671.38
1770,144219.5
1771,135142.88
1772,137144.08
1773,134586.67
1774,130618.93
1775,138526.77
1776,118977.586
1777,115923.17
1778,137537.66
1779,115688.055
1780,180031.95
1781,135899.66
1782,99253.91
1783,136110.06
1784,99349.516
1785,126528.38
1786,147802.45
1787,169497.81
1788,57121.574
1789,97505.03
1790,84630.055
1791,184316.69
1792,156257.14
1793,128245.53
1794,146713.27
1795,138917.6
1796,132982.03
1797,123941.68
1798,126588.22
1799,117426.65
1800,128921.03
1801,130964.59
1802,148269.98
1803,152473.4
1804,141043.7
1805,135049.67
1806,116780.56
1807,128964.64
1808,120351.86
1809,117601.34
1810,145089.19
1811,110307.52
1812,104826.69
1813,123061.49
1814,94399.77
1815,59509.508
1816,99379.305
1817,117886.83
1818,140720.3
1819,121151.586
1820,59535.203
1821,116514.06
1822,156348.78
1823,37984.367
1824,143655.0
1825,136378.69
1826,96875.81
1827,104329.73
1828,136882.81
1829,112182.78
1830,147963.1
1831,156351.53
1832,90875.414
1833,133186.56
1834,120742.64
1835,148098.89
1836,127458.24
1837,91296.98
1838,127005.19
1839,85938.5
1840,161661.17
1841,149537.67
1842,74395.5
1843,136239.94
1844,135913.5
1845,139672.75
1846,153881.52
1847,155726.86
1848,60003.855
1849,112202.555
1850,122070.58
1851,157922.38
1852,131719.19
1853,129211.305
1854,166589.06
1855,145781.44
1856,219362.58
1857,165702.17
1858,137785.28
1859,123285.13
1860,149938.83
1861,123390.58
1862,277208.53
1863,273963.2
1864,273963.2
1865,346909.75
1866,337911.22
1867,237271.44
1868,303667.44
1869,201337.66
1870,249932.06
1871,247708.92
1872,173753.14
1873,238658.5
1874,143076.64
1875,210140.52
1876,192077.39
1877,216601.66
1878,203953.53
1879,133131.25
1880,136121.11
1881,233107.7
1882,251478.5
1883,195661.83
1884,205442.98
1885,253465.08
1886,308925.5
1887,203968.86
1888,270700.62
1889,163717.44
1890,130777.555
1891,147004.62
1892,106561.875
1893,132737.78
1894,123668.54
1895,142074.48
1896,124547.48
1897,110597.7
1898,113851.74
1899,155127.78
1900,147780.58
1901,178394.38
1902,134739.52
1903,202636.81
1904,147777.38
1905,190402.6
1906,170741.4
1907,205143.12
1908,121527.8
1909,137085.61
1910,127402.66
1911,210679.9
1912,278681.66
1913,141199.39
1914,60203.402
1915,331706.3
1916,57934.29
1917,261047.94
1918,139489.55
1919,160791.77
1920,142921.55
1921,409092.03
1922,326426.78
1923,222466.5
1924,220034.6
1925,211292.52
1926,392523.53
1927,137653.64
1928,161979.73
1929,125865.42
1930,136551.16
1931,142313.72
1932,135653.61
1933,178560.97
1934,176479.58
1935,173017.52
1936,185466.39
1937,184126.42
1938,171216.89
1939,248463.16
1940,189003.84
1941,173065.64
1942,185745.4
1943,205373.98
1944,336059.5
1945,383843.1
1946,159309.12
1947,323533.28
1948,178042.11
1949,230700.97
1950,179386.22
1951,255027.03
1952,217410.44
1953,165376.5
1954,188260.53
1955,128930.21
1956,263799.53
1957,152706.48
1958,324539.5
1959,136719.45
1960,114933.58
1961,121804.56
1962,96644.38
1963,110321.54
1964,107449.14
1965,147446.95
1966,147818.73
1967,304417.56
1968,442772.97
1969,401485.56
1970,444251.97
1971,426833.12
1972,383155.38
1973,256723.02
1974,319611.5
1975,480224.9
1976,268316.8
1977,368837.7
1978,391588.06
1979,326242.6
1980,194244.33
1981,357527.56
1982,238834.4
1983,213766.77
1984,169828.7
1985,212712.75
1986,205887.73
1987,179779.28
1988,176585.34
1989,187959.48
1990,214434.47
1991,232336.78
1992,203287.56
1993,168505.69
1994,237001.47
1995,178248.4
1996,246774.94
1997,326990.97
1998,351835.97
1999,260631.62
2000,311719.25
2001,254834.36
2002,240017.72
2003,253309.92
2004,264158.44
2005,222133.86
2006,238331.31
2007,248311.11
2008,213582.19
2009,188258.19
2010,192930.72
2011,138350.67
2012,174655.73
2013,185244.5
2014,183593.78
2015,200615.6
2016,191374.73
2017,199601.33
2018,118368.086
2019,136533.9
2020,111547.65
2021,116960.46
2022,179345.89
2023,137855.4
2024,228622.33
2025,353935.12
2026,178444.97
2027,151722.58
2028,152429.89
2029,171424.86
2030,267159.22
2031,244828.53
2032,270602.72
2033,261927.56
2034,160971.22
2035,207279.11
2036,187472.64
2037,197350.6
2038,310555.06
2039,221194.52
2040,374059.78
2041,278573.38
2042,196180.98
2043,169378.8
2044,166392.86
2045,216593.89
2046,134954.16
2047,149091.67
2048,136284.64
2049,132458.17
2050,184892.8
2051,105762.805
2052,131129.36
2053,148632.38
2054,85980.055
2055,164582.22
2056,132903.84
2057,122640.23
2058,234083.56
2059,121579.37
2060,170365.38
2061,184181.56
2062,137553.48
2063,114716.84
2064,139656.8
2065,121296.914
2066,173944.27
2067,116070.27
2068,134991.06
2069,88108.44
2070,112321.87
2071,93571.34
2072,124256.65
2073,139260.06
2074,182849.28
2075,150619.55
2076,121532.984
2077,150506.98
2078,131662.72
2079,132413.2
2080,117189.016
2081,122581.95
2082,128200.945
2083,145274.78
2084,112944.555
2085,126193.78
2086,122006.02
2087,120001.38
2088,99540.625
2089,81093.1
2090,131709.14
2091,120902.84
2092,126246.766
2093,129882.59
2094,121145.57
2095,153546.89
2096,81262.695
2097,97064.14
2098,145565.28
2099,67442.95
2100,94014.766
2101,117657.28
2102,130114.05
2103,104178.01
2104,124801.91
2105,124341.98
2106,60960.402
2107,219057.39
2108,119414.81
2109,118645.83
2110,135847.97
2111,152054.06
2112,139778.2
2113,118235.48
2114,108259.41
2115,152527.5
2116,117031.18
2117,149772.72
2118,120238.66
2119,105094.28
2120,113433.336
2121,83729.17
2122,108892.266
2123,86656.68
2124,163021.02
2125,120653.54
2126,156030.77
2127,147295.7
2128,126627.91
2129,101196.875
2130,137997.4
2131,149554.92
2132,113805.01
2133,121814.16
2134,121701.12
2135,97248.31
2136,67999.28
2137,113675.445
2138,134354.38
2139,155218.78
2140,141207.03
2141,143187.12
2142,128786.38
2143,139293.42
2144,109052.27
2145,134372.0
2146,162991.55
2147,148411.8
2148,132585.03
2149,147826.9
2150,230587.28
2151,121763.22
2152,190631.06
2153,160920.73
2154,111983.664
2155,132528.58
2156,251801.86
2157,227562.98
2158,243440.39
2159,212254.16
2160,165842.75
2161,240199.73
2162,398098.38
2163,346343.2
2164,252383.05
2165,193769.69
2166,149043.83
2167,218806.44
2168,205621.75
2169,195891.81
2170,219712.53
2171,148975.05
2172,133439.7
2173,159583.75
2174,233850.9
2175,308735.06
2176,336846.56
2177,239555.17
2178,211297.0
2179,144227.16
2180,217598.44
2181,190010.05
2182,220770.8
2183,193411.83
2184,133194.64
2185,112591.17
2186,142833.34
2187,148825.16
2188,153476.3
2189,214563.7
2190,78117.875
2191,84101.164
2192,98370.31
2193,106529.484
2194,101385.74
2195,112168.164
2196,100720.9
2197,112000.75
2198,160296.12
2199,180453.31
2200,139799.97
2201,142773.05
2202,205050.45
2203,158250.03
2204,188201.58
2205,117249.49
2206,146260.75
2207,209663.2
2208,255327.62
2209,206580.8
2210,127968.07
2211,112832.66
2212,113443.67
2213,106708.91
2214,133557.78
2215,101844.44
2216,137856.1
2217,74332.5
2218,78238.42
2219,64476.086
2220,71669.4
2221,331229.97
2222,241191.22
2223,274104.78
2224,211750.27
2225,127703.47
2226,178866.84
2227,198633.22
2228,270214.3
2229,249119.73
2230,151644.97
2231,212388.89
2232,176311.89
2233,168711.3
2234,250195.02
2235,212768.95
2236,279260.0
2237,355330.3
2238,211591.12
2239,116003.87
2240,160196.22
2241,156254.2
2242,132963.67
2243,126797.36
2244,102017.0
2245,100333.33
2246,146518.7
2247,110330.516
2248,126502.37
2249,126940.164
2250,136473.19
2251,116269.89
2252,176540.33
2253,158796.28
2254,177056.64
2255,186671.53
2256,185580.8
2257,192428.56
2258,167552.6
2259,174795.36
2260,162925.94
2261,186857.6
2262,208924.33
2263,340344.12
2264,410413.72
2265,178616.17
2266,299117.53
2267,367314.16
2268,393638.88
2269,152674.22
2270,184313.8
2271,227073.39
2272,198214.98
2273,160969.2
2274,174066.14
2275,164226.19
2276,183130.42
2277,183019.38
2278,153515.34
2279,128425.97
2280,120767.96
2281,170253.55
2282,183384.86
2283,101957.35
2284,112315.35
2285,144501.45
2286,126271.836
2287,365929.6
2288,278180.0
2289,400989.03
2290,459658.9
2291,338641.03
2292,430507.0
2293,468563.56
2294,404977.56
2295,451771.16
2296,282499.53
2297,309939.9
2298,333444.7
2299,409448.66
2300,342408.88
2301,274916.3
2302,232093.92
2303,250616.1
2304,247934.66
2305,180556.03
2306,177509.89
2307,186110.16
2308,228554.42
2309,283980.47
2310,223044.0
2311,192351.75
2312,176961.12
2313,175640.52
2314,174762.48
2315,179307.05
2316,192213.17
2317,179064.53
2318,178255.97
2319,176547.66
2320,188575.7
2321,248538.17
2322,171445.84
2323,184037.53
2324,164089.62
2325,210010.38
2326,162692.88
2327,208161.05
2328,224613.06
2329,183509.38
2330,175104.55
2331,377918.0
2332,422859.22
2333,322075.94
2334,246682.42
2335,260353.08
2336,345565.03
2337,212420.28
2338,280795.1
2339,215831.44
2340,403537.2
2341,210579.25
2342,233898.89
2343,221129.53
2344,223220.98
2345,241739.14
2346,228069.75
2347,204096.5
2348,239052.78
2349,163303.02
2350,285226.44
2351,256538.27
2352,257563.72
2353,235595.12
2354,136260.5
2355,146570.9
2356,152822.52
2357,195408.55
2358,194201.84
2359,122228.58
2360,119682.22
2361,141266.08
2362,261264.84
2363,135683.34
2364,160891.0
2365,229622.45
2366,201207.42
2367,224416.14
2368,211316.8
2369,225630.77
2370,171396.16
2371,173453.58
2372,188397.64
2373,275934.78
2374,305579.22
2375,248060.66
2376,268621.66
2377,354703.9
2378,139846.53
2379,195090.34
2380,142062.14
2381,157462.95
2382,198210.56
2383,198764.25
2384,242607.4
2385,162191.77
2386,136279.78
2387,139907.72
2388,104266.766
2389,128897.21
2390,142597.12
2391,143815.05
2392,118328.984
2393,162266.94
2394,144306.5
2395,208200.75
2396,139558.28
2397,217637.31
2398,122428.53
2399,55066.254
2400,59651.78
2401,115266.27
2402,138868.86
2403,128009.54
2404,144452.9
2405,157055.98
2406,140849.4
2407,131608.16
2408,139949.95
2409,129567.72
2410,171964.19
2411,122956.82
2412,159547.52
2413,133673.88
2414,146904.55
2415,129390.48
2416,129612.02
2417,129498.76
2418,128182.85
2419,123196.8
2420,126607.51
2421,151828.22
2422,116055.17
2423,130404.01
2424,155637.77
2425,217067.47
2426,125416.54
2427,138018.77
2428,169694.97
2429,120910.15
2430,129446.42
2431,110129.86
2432,142846.48
2433,148264.2
2434,141730.39
2435,152499.27
2436,105738.15
2437,114479.66
2438,126240.016
2439,105379.4
2440,120148.66
2441,100163.055
2442,102558.836
2443,118512.28
2444,129490.4
2445,84704.47
2446,127306.11
2447,187896.25
2448,137449.39
2449,108901.164
2450,145376.97
2451,127991.44
2452,207204.05
2453,96581.58
2454,127440.62
2455,111710.54
2456,136216.64
2457,123323.63
2458,117989.92
2459,107395.984
2460,137107.53
2461,116234.58
2462,135653.25
2463,120434.555
2464,167644.81
2465,136515.11
2466,107165.06
2467,142023.52
2468,77540.195
2469,73806.336
2470,179617.78
2471,196525.42
2472,167791.47
2473,115040.73
2474,86957.73
2475,231609.72
2476,112379.71
2477,128427.73
2478,159796.25
2479,108426.05
2480,146331.84
2481,114581.03
2482,131673.06
2483,115697.72
2484,120437.58
2485,125533.29
2486,155421.14
2487,179862.02
2488,152161.58
2489,150052.12
2490,146712.77
2491,88246.234
2492,176530.73
2493,149549.83
2494,161626.36
2495,86103.18
2496,236594.88
2497,152201.81
2498,115994.66
2499,92271.86
2500,122779.44
2501,138513.31
2502,153025.75
2503,91129.945
2504,187778.98
2505,225056.55
2506,263443.66
2507,308391.5
2508,263700.28
2509,211634.47
2510,226095.83
2511,180639.52
2512,208859.28
2513,212278.03
2514,249003.08
2515,150630.4
2516,164510.08
2517,140489.4
2518,149839.53
2519,222150.5
2520,209355.94
2521,189258.9
2522,218494.83
2523,127984.914
2524,139074.19
2525,144896.0
2526,137958.23
2527,114561.984
2528,130132.92
2529,140135.11
2530,118622.63
2531,242989.02
2532,223392.83
2533,196661.3
2534,227333.9
2535,321662.66
2536,232038.02
2537,237340.2
2538,184039.9
2539,188440.39
2540,174084.86
2541,183311.88
2542,159071.72
2543,128333.055
2544,125187.68
2545,135950.34
2546,132292.19
2547,136842.56
2548,147942.45
2549,159364.58
2550,268032.44
2551,148274.22
2552,125808.625
2553,75152.25
2554,113835.33
2555,120294.555
2556,106630.1
2557,108168.48
2558,155984.27
2559,131957.28
2560,137524.38
2561,132985.84
2562,138372.23
2563,149369.62
2564,184345.7
2565,137585.6
2566,168072.55
2567,125600.6
2568,196880.31
2569,200860.03
2570,127619.61
2571,172029.97
2572,168869.1
2573,218737.98
2574,304385.47
2575,126256.51
2576,122929.62
2577,149014.77
2578,89021.43
2579,73122.055
2580,123845.21
2581,126283.02
2582,108659.35
2583,287401.56
2584,160003.08
2585,182941.92
2586,214429.78
2587,198297.53
2588,148626.39
2589,148687.33
2590,211335.45
2591,221624.22
2592,216493.58
2593,259744.36
2594,175611.28
2595,200833.52
2596,323395.34
2597,181298.61
2598,258165.52
2599,333236.22
2600,163839.5
2601,143511.66
2602,82912.914
2603,93062.68
2604,88636.43
2605,80031.4
2606,145830.73
2607,192406.77
2608,203363.2
2609,168091.25
2610,114629.58
2611,142458.73
2612,154106.92
2613,132166.17
2614,128496.69
2615,150192.4
2616,142372.1
2617,185538.25
2618,201179.9
2619,194103.92
2620,185001.67
2621,179305.7
2622,183080.55
2623,242933.23
2624,287377.78
2625,316295.25
2626,166104.23
2627,171268.62
2628,440630.28
2629,570706.75
2630,366113.88
2631,468681.6
2632,435379.03
2633,318936.22
2634,396586.0
2635,150922.34
2636,175274.95
2637,169597.28
2638,241540.3
2639,186235.97
2640,152885.38
2641,105541.06
2642,194993.7
2643,108806.195
2644,127151.6
2645,104015.98
2646,95564.984
2647,101802.59
2648,143114.08
2649,146854.78
2650,142632.95
2651,145970.38
2652,435800.16
2653,244647.69
2654,246587.52
2655,361952.1
2656,308746.06
2657,340417.8
2658,299320.56
2659,308034.22
2660,340031.16
2661,353262.4
2662,342155.7
2663,286744.72
2664,272750.22
2665,339605.3
2666,295853.12
2667,167530.89
2668,183870.08
2669,172260.38
2670,282862.03
2671,184705.52
2672,182842.8
2673,205347.55
2674,199243.5
2675,170462.17
2676,186546.19
2677,188953.17
2678,253635.52
2679,270778.22
2680,284344.75
2681,430948.53
2682,348433.22
2683,576664.5
2684,318317.16
2685,350751.7
2686,264394.38
2687,339374.44
2688,221986.89
2689,225163.67
2690,468728.44
2691,185483.94
2692,133553.61
2693,194761.89
2694,130678.21
2695,186903.67
2696,184093.88
2697,182430.77
2698,190485.4
2699,175648.69
2700,159775.19
2701,148138.08
2702,111745.086
2703,129766.836
2704,142797.69
2705,122659.79
2706,117502.91
2707,125485.66
2708,136719.7
2709,114970.125
2710,128920.234
2711,261134.6
2712,369908.3
2713,172182.98
2714,153070.66
2715,174252.22
2716,156981.66
2717,186889.42
2718,231963.5
2719,153062.89
2720,168366.14
2721,137218.28
2722,152470.84
2723,143730.94
2724,126376.734
2725,135629.27
2726,149122.3
2727,177722.05
2728,167447.11
2729,152879.14
2730,146207.22
2731,125777.875
2732,127804.8
2733,162740.47
2734,136247.98
2735,136561.16
2736,140093.88
2737,124188.47
2738,132885.8
2739,160063.31
2740,137649.34
2741,146299.73
2742,150874.92
2743,149199.97
2744,152781.78
2745,136390.66
2746,137826.61
2747,161895.98
2748,123189.78
2749,130005.08
2750,131608.67
2751,133878.12
2752,191272.66
2753,156208.38
2754,203809.6
2755,127771.99
2756,96696.51
2757,63980.016
2758,85806.37
2759,163190.03
2760,129066.25
2761,145771.77
2762,143335.94
2763,185724.4
2764,163802.22
2765,272470.47
2766,144230.22
2767,91463.73
2768,129097.53
2769,122542.26
2770,143356.81
2771,117325.67
2772,119410.305
2773,140016.08
2774,137394.62
2775,127503.1
2776,140091.52
2777,142166.28
2778,114831.0
2779,126458.26
2780,100220.2
2781,97588.65
2782,94998.8
2783,105366.48
2784,127519.53
2785,132920.25
2786,73309.46
2787,121096.27
2788,76453.28
2789,184309.94
2790,96203.66
2791,117333.55
2792,48059.387
2793,174728.2
2794,97849.74
2795,119313.12
2796,97660.2
2797,196390.78
2798,117145.414
2799,114263.87
2800,67662.46
2801,109026.31
2802,135676.19
2803,155023.16
2804,136063.39
2805,99467.51
2806,80084.875
2807,153921.66
2808,150161.11
2809,133190.12
2810,133245.77
2811,152358.55
2812,147200.58
2813,140810.39
2814,148235.39
2815,102026.78
2816,236246.64
2817,147898.95
2818,130005.375
2819,176963.08
2820,133592.6
2821,98792.17
2822,204886.56
2823,278219.0
2824,175672.1
2825,151429.92
2826,128480.195
2827,140929.53
2828,213413.64
2829,187122.69
2830,226589.38
2831,179397.61
2832,234038.56
2833,306980.7
2834,211405.77
2835,217819.88
2836,192286.86
2837,162357.0
2838,144174.02
2839,180634.52
2840,202102.06
2841,205768.88
2842,228611.98
2843,151054.94
2844,154494.27
2845,122861.04
2846,211807.48
2847,199947.89
2848,223191.9
2849,199733.84
2850,284932.47
2851,239114.9
2852,227928.67
2853,231722.7
2854,144144.95
2855,201530.89
2856,203686.31
2857,189140.27
2858,200906.77
2859,129127.81
2860,122644.86
2861,121155.77
2862,190791.42
2863,122690.68
2864,243919.77
2865,150124.92
2866,135210.25
2867,98983.36
2868,106921.836
2869,113537.71
2870,142595.16
2871,95110.91
2872,54856.27
2873,95232.055
2874,140333.73
2875,116780.25
2876,160050.81
2877,141288.6
2878,171599.69
2879,142544.44
2880,95118.23
2881,154325.3
2882,175478.77
